height,version,mrkl_root,timestamp,Time Interval,Date,bits,Bitcoins,nonce,hash,prev_block_hash,next_block_hash,size,pool_difficulty,difficulty,difficulty_double,tx_count,reward_block,reward_fees,confirmations,is_orphan,curr_max_timestamp,is_sw_block,stripped_size,sigops,weight,extras/pool_name,extras/pool_link
797317,1073733632,e8ce33f6a9e89004ed95b2afedabd07a4340466dda1addf00960e3d935041742,1688570644,500,7/5/23,386240190,386,453973925,00000000000000000001bdb53dc7431629d011a480082fc997aa5d7d38c480b0,00000000000000000004f2e02e7e54ef95ce3c2f6dfce1c2c8162ae6128613e6,00000000000000000002e9f61670b90fc42e097d303101288c84e1dc3c3ffe53,1534323,1.62E+14,5.06E+13,5.06E+13,2714,625000000,16243118,2142,FALSE,1688570644,TRUE,821167,10067,3997824,F2Pool,https://www.f2pool.com/
797316,649887744,a9cb46cd25ad21679d9cdca3ec58fde427117d57c544aed22d4f7070bad277b9,1688570144,121,7/5/23,386240190,386,2786682751,00000000000000000004f2e02e7e54ef95ce3c2f6dfce1c2c8162ae6128613e6,000000000000000000043dbe09422b69a7ec6e77718c810c32dd0fbafaba60ce,0000000000000000000129105de6e346860bc4a34092b22db35ba42e70088689,1970024,5.69E+13,5.06E+13,5.06E+13,5547,625000000,7786863,2143,FALSE,1688570144,TRUE,674186,3149,3992582,MARA Pool,https://marapool.com
797315,536961024,cb71f2141084e53693340374ef3dbe0bcf35b3975e97a3f36cfff3ea83d72b15,1688570023,207,7/5/23,386240190,386,2312100538,000000000000000000043dbe09422b69a7ec6e77718c810c32dd0fbafaba60ce,000000000000000000006fe9bf4806b388f2911227b32be370919acfa7be090e,00000000000000000004f2e02e7e54ef95ce3c2f6dfce1c2c8162ae6128613e6,1861348,6.64E+13,5.06E+13,5.06E+13,4808,625000000,10064471,2144,FALSE,1688570023,TRUE,710695,5820,3993433,BTC.com,https://pool.btc.com
797314,601915392,815a1d81082030f1e98dae90964817cbf9236fbf9869142defe240331e86a078,1688569816,209,7/5/23,386240190,386,1210177609,000000000000000000006fe9bf4806b388f2911227b32be370919acfa7be090e,000000000000000000021ee0ce077abff64364a1c076ad1e050715e7e4b21677,000000000000000000043dbe09422b69a7ec6e77718c810c32dd0fbafaba60ce,1870729,6.44E+14,5.06E+13,5.06E+13,3213,625000000,8731241,2145,FALSE,1688569816,TRUE,707446,7405,3993067,Foundry USA,https://foundrydigital.com/
797313,536903680,b7848bc24e055e7168fc5b56f92ac68d234a080d4ff8ad5e73c8851098f24553,1688569607,256,7/5/23,386240190,386,2945314479,000000000000000000021ee0ce077abff64364a1c076ad1e050715e7e4b21677,000000000000000000007b16ba29d747b658e180a364f7d3067b28e41905d74a,000000000000000000006fe9bf4806b388f2911227b32be370919acfa7be090e,1609582,1.33E+14,5.06E+13,5.06E+13,2917,625000000,11958514,2146,FALSE,1688569607,TRUE,794485,6383,3993037,ViaBTC,https://viabtc.com
797312,757129216,2ccb40091f89b7d187b0b87a80b493335a8e237908d29b6cf3ba7a968c43bedb,1688569351,20,7/5/23,386240190,386,3311187203,000000000000000000007b16ba29d747b658e180a364f7d3067b28e41905d74a,000000000000000000007b8e7f38751d11c873d30f6047b4369bc14982fa7300,0000000000000000000184daf8c92342993e36e2ab19875d31b906914f5b125e,2436561,5.85E+14,5.06E+13,5.06E+13,2052,625000000,6258507,2147,FALSE,1688569351,TRUE,518771,4400,3992874,unknown,
797311,1073733632,02c2c3f8a85e057449f7374d8b133cce5e8b9cfda716a6a84a4d3e33dd8f0fc7,1688569331,162,7/5/23,386240190,386,1475936719,000000000000000000007b8e7f38751d11c873d30f6047b4369bc14982fa7300,0000000000000000000572590b560036aa6efb9df45d184acdcea2fe0ae93c40,000000000000000000007b16ba29d747b658e180a364f7d3067b28e41905d74a,1624212,5.83E+14,5.06E+13,5.06E+13,2524,625000000,13103348,2148,FALSE,1688569331,TRUE,789552,10172,3992868,Foundry USA,https://foundrydigital.com/
797310,703930368,8da27cdf3613efb3eeef6cd5d64d01386362eb8cc8d13e26c6ca037eefcf257a,1688569169,368,7/5/23,386240190,386,1713051435,0000000000000000000572590b560036aa6efb9df45d184acdcea2fe0ae93c40,000000000000000000007a2b715e52e20383abbeb7baef0a5635cf903c4db369,000000000000000000007b8e7f38751d11c873d30f6047b4369bc14982fa7300,1631447,5.17E+13,5.06E+13,5.06E+13,2723,625000000,14726692,2149,FALSE,1688569169,TRUE,787128,12038,3992831,Foundry USA,https://foundrydigital.com/
797309,792739840,e73de10eeb764566c41a0ba09fb4464dca3627f90b8307c1ec0050e165d9eac9,1688568801,112,7/5/23,386240190,386,2809120041,000000000000000000007a2b715e52e20383abbeb7baef0a5635cf903c4db369,00000000000000000002a78889f58d39e3d487b5e6db8b86b1a08a2409921f0c,000000000000000000043dbe09422b69a7ec6e77718c810c32dd0fbafaba60ce,1322799,5.90E+14,5.06E+13,5.06E+13,1797,625000000,14896513,2150,FALSE,1688568801,TRUE,891723,6499,3997968,F2Pool,https://www.f2pool.com/
797308,547356672,c1d3e3cf2b09994b3b88fcc1dbffb0bc9c3c50824c1a90031930b4c0abf51c7f,1688568689,691,7/5/23,386240190,386,3910059541,00000000000000000002a78889f58d39e3d487b5e6db8b86b1a08a2409921f0c,0000000000000000000184daf8c92342993e36e2ab19875d31b906914f5b125e,000000000000000000006fe9bf4806b388f2911227b32be370919acfa7be090e,1457416,1.06E+14,5.06E+13,5.06E+13,3382,625000000,19920475,2151,FALSE,1688568689,TRUE,846803,13964,3997825,F2Pool,https://www.f2pool.com/
797307,537403392,60aad3ee41b707e7a52b59a4a8bff86174e8033f7fd66966605d84a15d5c8016,1688567998,283,7/5/23,386240190,386,223521550,0000000000000000000184daf8c92342993e36e2ab19875d31b906914f5b125e,00000000000000000000e4af4ca734a59e15365a869522fb5fe403eb76c17529,00000000000000000003af083bdb9494584b3e1d5bccbe42ba64e651c2e2eaf7,1353409,1.85E+14,5.06E+13,5.06E+13,1672,625000000,18713812,2152,FALSE,1688567998,TRUE,879930,8330,3993199,ViaBTC,https://viabtc.com
797306,549453824,a0eef3faee4bff3d447238f938cf7be4869b8e25acdac025551bbb80615b1d21,1688567715,392,7/5/23,386240190,386,4284929371,00000000000000000000e4af4ca734a59e15365a869522fb5fe403eb76c17529,000000000000000000057447af81064e654debcfdd13a13e2118fa24f0c945a2,0000000000000000000184daf8c92342993e36e2ab19875d31b906914f5b125e,1646345,3.15E+14,5.06E+13,5.06E+13,3857,625000000,20470600,2153,FALSE,1688567715,TRUE,782206,9067,3992963,unknown,
797305,654098432,04527df0e95e7e34414bbe98ce14772c7891a06c253b4d4cacad57e332df3c6f,1688567323,1887,7/5/23,386240190,386,686741577,000000000000000000057447af81064e654debcfdd13a13e2118fa24f0c945a2,000000000000000000033e960d0fe5d08901986baf3b39c24538b7d5ec9eb521,00000000000000000000e4af4ca734a59e15365a869522fb5fe403eb76c17529,1498569,5.16E+13,5.06E+13,5.06E+13,3378,625000000,29750424,2154,FALSE,1688567323,TRUE,831499,14974,3993066,Foundry USA,https://foundrydigital.com/
797304,536870916,5bd8c6ed5f26dab985dcca30b3e9d5bc08180aa71981684a961a98e4f6aa81a0,1688565436,851,7/5/23,386240190,386,2302109554,000000000000000000033e960d0fe5d08901986baf3b39c24538b7d5ec9eb521,0000000000000000000163bf8ecce87ff9604066f3e8fcb874be99939f6daefe,00000000000000000003d7574042bb96a60f69739888b62efcd3e0bf48c41d5e,1547736,8.68E+13,5.06E+13,5.06E+13,3025,625000000,20544727,2155,FALSE,1688565436,TRUE,815075,12864,3992961,SBI Crypto,https://sbicrypto.com
797303,800882688,e4447c7b66c2c9a3f6ac675b08ef619fba7b7d599b1db99ad4edc628e37051c2,1688564585,687,7/5/23,386240190,386,603802207,0000000000000000000163bf8ecce87ff9604066f3e8fcb874be99939f6daefe,00000000000000000001d02ab863d75667859040e9b45c7aada81f2fe1bda7f9,0000000000000000000265fdb6fdc0d0e76da013bff2f2eecc910ed1a3ef0061,1806603,2.03E+14,5.06E+13,5.06E+13,2920,625000000,16594972,2156,FALSE,1688564585,TRUE,728726,11906,3992781,Foundry USA,https://foundrydigital.com/
797302,549453824,f3ce692061daa40324605221ba2b52bfcd5309398b218f945fb90099bdcc7598,1688563898,168,7/5/23,386240190,386,1797414207,00000000000000000001d02ab863d75667859040e9b45c7aada81f2fe1bda7f9,00000000000000000002defa3b798e894c7116f95654efceb7782f4d62cf3912,0000000000000000000163bf8ecce87ff9604066f3e8fcb874be99939f6daefe,1767081,1.55E+14,5.06E+13,5.06E+13,4056,625000000,8180368,2157,FALSE,1688563898,TRUE,742112,4456,3993417,ViaBTC,https://viabtc.com
797301,1073676288,be3c65c74a09b216c0f452759cc58444a10d7e112b0fe1c6943300b887b7c9c6,1688563730,161,7/5/23,386240190,386,2031795944,00000000000000000002defa3b798e894c7116f95654efceb7782f4d62cf3912,0000000000000000000334df2ea4e85c7aa17bd5791ff4ee5b3a760ba71e7680,00000000000000000001d02ab863d75667859040e9b45c7aada81f2fe1bda7f9,1616199,9.80E+13,5.06E+13,5.06E+13,2112,625000000,8617580,2158,FALSE,1688563730,TRUE,792354,8420,3993261,ViaBTC,https://viabtc.com
797300,536903680,04ed9ca6758035f64fd804bc50a10c7034dc745971679bb3f8c769b77432ef3c,1688563569,330,7/5/23,386240190,386,794973678,0000000000000000000334df2ea4e85c7aa17bd5791ff4ee5b3a760ba71e7680,0000000000000000000428494aec98dd3e64174872efa0ce91c47a4b427d4761,00000000000000000002defa3b798e894c7116f95654efceb7782f4d62cf3912,1677218,8.78E+13,5.06E+13,5.06E+13,2405,625000000,14087860,2159,FALSE,1688563569,TRUE,772062,15079,3993404,ViaBTC,https://viabtc.com
797299,717332480,e0d1ebfef158f5f656f1840a5935fc2b27af02cc57e8278e70ca2b1ebdf75305,1688563239,64,7/5/23,386240190,386,3864148,0000000000000000000428494aec98dd3e64174872efa0ce91c47a4b427d4761,0000000000000000000374e2f729a469619f9cf3b8de59645f07f14b62889639,0000000000000000000316a60822bc9d37ab60bbe742120e5bc292fb70e6c8d3,1502856,6.77E+13,5.06E+13,5.06E+13,2204,625000000,12231518,2160,FALSE,1688563239,TRUE,830270,10689,3993666,AntPool,https://www.antpool.com/
797298,596197376,9795d63d44fb5d8865cd19fdd583ee9d8d07587fc56d6081ef917768d5d904fb,1688563175,710,7/5/23,386240190,386,1760817451,0000000000000000000374e2f729a469619f9cf3b8de59645f07f14b62889639,00000000000000000003b5ffb78934693124f72a1da686e8bf69d74ee4f15d44,0000000000000000000256693605a7da6c2f51f9ca900aa72f5660e20a0d4bad,1618932,8.14E+13,5.06E+13,5.06E+13,3959,625000000,21281292,2161,FALSE,1688563175,TRUE,791395,13279,3993117,MARA Pool,https://marapool.com
797297,768892928,0b1790e5e9a401412e8f8406233e6fe7cf49a2c3f4ea566457efd70bb475c3af,1688562465,1032,7/5/23,386240190,386,3084215641,00000000000000000003b5ffb78934693124f72a1da686e8bf69d74ee4f15d44,00000000000000000003c4d170083485a2726fcc22b33c0c6eb21929fabaf24e,0000000000000000000374e2f729a469619f9cf3b8de59645f07f14b62889639,1665032,7.58E+13,5.06E+13,5.06E+13,4249,625000000,24430744,2162,FALSE,1688562465,TRUE,776140,9129,3993452,AntPool,https://www.antpool.com/
797296,631291904,48ebfcd69edeae9173d4b083b7f53c0261540181006bb5f8b5ef87dca78ab8a4,1688561433,105,7/5/23,386240190,386,2972277287,00000000000000000003c4d170083485a2726fcc22b33c0c6eb21929fabaf24e,0000000000000000000028fc5f3207f9f887f6fb7a483d3da7d8df3ef6374854,0000000000000000000287c2be6dd4dcf4e9cd03822b1e7aa2018eb441b1fff0,1423344,7.47E+13,5.06E+13,5.06E+13,1661,625000000,10200837,2163,FALSE,1688561433,TRUE,858183,12692,3997893,F2Pool,https://www.f2pool.com/
797295,536887296,7d76e98d4cce8944309a063ebff494f853341d0ea83e0da195c80406a1242a19,1688561328,1000,7/5/23,386240190,386,3836633344,0000000000000000000028fc5f3207f9f887f6fb7a483d3da7d8df3ef6374854,00000000000000000004dd47823bf5c582b4f9693fe31c9646edd8f3cc240dec,000000000000000000023c388cb62d42032346717f9d29e0d6d199e9c690a9ab,1607575,1.76E+15,5.06E+13,5.06E+13,3206,625000000,19861055,2164,FALSE,1688561328,TRUE,796749,14114,3997822,F2Pool,https://www.f2pool.com/
797294,549453824,3c9e6385c611d3de2026f928c58a291f535b03d32be6347cd86420d4ee6a5927,1688560328,1338,7/5/23,386240190,386,1421113737,00000000000000000004dd47823bf5c582b4f9693fe31c9646edd8f3cc240dec,00000000000000000003af083bdb9494584b3e1d5bccbe42ba64e651c2e2eaf7,0000000000000000000028fc5f3207f9f887f6fb7a483d3da7d8df3ef6374854,1588508,5.79E+13,5.06E+13,5.06E+13,3422,625000000,24328941,2165,FALSE,1688560328,TRUE,801526,15479,3993086,unknown,
797293,541065216,9cd21f0350c3f5ca66fd9a70f138bba8f699398d1ff4c132d4d821d02d4cd472,1688558990,75,7/5/23,386240190,386,626717772,00000000000000000003af083bdb9494584b3e1d5bccbe42ba64e651c2e2eaf7,00000000000000000003858d23cee0844f540895cb82b6269a257a40c79ca47e,00000000000000000004dd47823bf5c582b4f9693fe31c9646edd8f3cc240dec,1606061,7.64E+13,5.06E+13,5.06E+13,1562,625000000,7285019,2166,FALSE,1688558990,TRUE,797236,4781,3997769,F2Pool,https://www.f2pool.com/
797292,536928256,c8abfb17c9605d829ca524025ea47a774a9de4c5820f758b503f24492f6b4104,1688558915,532,7/5/23,386240190,386,3238784157,00000000000000000003858d23cee0844f540895cb82b6269a257a40c79ca47e,00000000000000000003eb3cb93e025a5430f7b3faf140f919d8a6e5a36abfa6,000000000000000000007b16ba29d747b658e180a364f7d3067b28e41905d74a,1306916,7.99E+13,5.06E+13,5.06E+13,1746,625000000,17829569,2167,FALSE,1688558915,TRUE,897006,6885,3997934,F2Pool,https://www.f2pool.com/
797291,536870912,7c3c5778e4da567c0b77e52d5d245fc14e1abd4c5df33db2840864292319ac62,1688558383,348,7/5/23,386240190,386,2727867938,00000000000000000003eb3cb93e025a5430f7b3faf140f919d8a6e5a36abfa6,00000000000000000004867fda5c21c9cb73eac553c5d52b86a8323519aebbad,0000000000000000000265fdb6fdc0d0e76da013bff2f2eecc910ed1a3ef0061,1730686,7.18E+13,5.06E+13,5.06E+13,3365,625000000,11962342,2168,FALSE,1688558383,TRUE,754122,14803,3993052,Foundry USA,https://foundrydigital.com/
797290,810278912,688ce8cadf6c7dc6e91ca2dede327951a6bc3babb5128ca06e990a60c13a95fe,1688558035,287,7/5/23,386240190,386,850252364,00000000000000000004867fda5c21c9cb73eac553c5d52b86a8323519aebbad,00000000000000000001c1524d4ebcfb58185a14a6ad7b7f425cf283dcf9f128,00000000000000000001d02ab863d75667859040e9b45c7aada81f2fe1bda7f9,1525223,6.22E+13,5.06E+13,5.06E+13,2316,625000000,14965301,2169,FALSE,1688558035,TRUE,822593,11069,3993002,Foundry USA,https://foundrydigital.com/
797289,805298176,bf3f3da67540df8695b540de1289ec6ed9f803a3963de908629d7ba731dd6b56,1688557748,497,7/5/23,386240190,386,312044453,00000000000000000001c1524d4ebcfb58185a14a6ad7b7f425cf283dcf9f128,0000000000000000000265fdb6fdc0d0e76da013bff2f2eecc910ed1a3ef0061,00000000000000000002defa3b798e894c7116f95654efceb7782f4d62cf3912,1485611,1.60E+14,5.06E+13,5.06E+13,3089,625000000,20921420,2170,FALSE,1688557748,TRUE,835893,11419,3993290,ViaBTC,https://viabtc.com
797288,692330496,2fab2129315d044014079e3dab4c1cf1ddf9f8abecdde4800f09b78d0f5645be,1688557251,2075,7/5/23,386240190,386,3706022926,0000000000000000000265fdb6fdc0d0e76da013bff2f2eecc910ed1a3ef0061,000000000000000000026a085a59d85d6e17247cbc8b58b2cd37115343d06829,00000000000000000001c1524d4ebcfb58185a14a6ad7b7f425cf283dcf9f128,1500527,1.17E+14,5.06E+13,5.06E+13,3464,625000000,29890346,2171,FALSE,1688557251,TRUE,830754,14026,3992789,Foundry USA,https://foundrydigital.com/
797287,857292800,424dd66311cb7c97d4533c10e8aa428dd2b92163b6db4ff83e17878c724cf714,1688555176,92,7/5/23,386240190,386,1463278186,000000000000000000026a085a59d85d6e17247cbc8b58b2cd37115343d06829,00000000000000000000534fa17629bd25b484f412ac576901719faff56dcd12,0000000000000000000163bf8ecce87ff9604066f3e8fcb874be99939f6daefe,1797409,1.17E+14,5.06E+13,5.06E+13,3324,625000000,8442826,2172,FALSE,1688555176,TRUE,731874,5193,3993031,Foundry USA,https://foundrydigital.com/
797286,875610112,af80857daf749141f5718c00b4f273f392b139f304c4dd3177ecaec205350c1b,1688555084,607,7/5/23,386240190,386,668569193,00000000000000000000534fa17629bd25b484f412ac576901719faff56dcd12,00000000000000000003a2e732d5a482d9a0dc7ad7e7a94f0e4e9420715d0106,0000000000000000000163bf8ecce87ff9604066f3e8fcb874be99939f6daefe,1424079,8.65E+14,5.06E+13,5.06E+13,2389,625000000,17421301,2173,FALSE,1688555084,TRUE,856331,7401,3993072,Foundry USA,https://foundrydigital.com/
797285,552214528,c583c51bd81836a9655820fdab7c1b0fbc4aef4d4880cfadff77ff9a582ebf56,1688554477,444,7/5/23,386240190,386,959729464,00000000000000000003a2e732d5a482d9a0dc7ad7e7a94f0e4e9420715d0106,00000000000000000003d7574042bb96a60f69739888b62efcd3e0bf48c41d5e,00000000000000000003eb3cb93e025a5430f7b3faf140f919d8a6e5a36abfa6,1630572,7.74E+13,5.06E+13,5.06E+13,2215,625000000,11647377,2174,FALSE,1688554477,TRUE,787450,7857,3992922,Foundry USA,https://foundrydigital.com/
797284,541065216,5911dfb05f624e7f64ca55ab59f56391bdb48c0edc0c19cc8a85e5b62063a795,1688554033,670,7/5/23,386240190,386,4089110790,00000000000000000003d7574042bb96a60f69739888b62efcd3e0bf48c41d5e,0000000000000000000256693605a7da6c2f51f9ca900aa72f5660e20a0d4bad,00000000000000000002defa3b798e894c7116f95654efceb7782f4d62cf3912,1625280,7.33E+13,5.06E+13,5.06E+13,3132,625000000,14384063,2175,FALSE,1688554033,TRUE,789260,9654,3993060,Foundry USA,https://foundrydigital.com/
797283,536952832,e07b70f40855647e632c572e4746c1487adef804e5ce8e0fa55bafd28b94619e,1688553363,559,7/5/23,386240190,386,341040512,0000000000000000000256693605a7da6c2f51f9ca900aa72f5660e20a0d4bad,00000000000000000004d9fc1ac4e27ff068b0e6da1ea1a87e65b94c9b518693,00000000000000000003d7574042bb96a60f69739888b62efcd3e0bf48c41d5e,1770149,1.20E+14,5.06E+13,5.06E+13,2516,625000000,12793470,2176,FALSE,1688553363,TRUE,740947,10142,3992990,Foundry USA,https://foundrydigital.com/
797282,692477952,2a8665751a0b1122a1435ca42d579f94ae74e4d7cc42121e71966ee041c1ff7a,1688552804,984,7/5/23,386240190,386,1970628763,00000000000000000004d9fc1ac4e27ff068b0e6da1ea1a87e65b94c9b518693,000000000000000000013ca3a71b7767fc89cb9db10127b30f33d239c4444c10,0000000000000000000374e2f729a469619f9cf3b8de59645f07f14b62889639,1545887,5.80E+13,5.06E+13,5.06E+13,3151,625000000,17227511,2177,FALSE,1688552804,TRUE,815780,11590,3993227,AntPool,https://www.antpool.com/
797281,735371264,fc6f0f89c135d8610b80fd9c184ca6d8018babf314ff11d010ded4380a9f3cd4,1688551820,252,7/5/23,386240190,386,2533850487,000000000000000000013ca3a71b7767fc89cb9db10127b30f33d239c4444c10,0000000000000000000026202369264a4e929fc1f3cca4f1d41dc6bd961971c6,0000000000000000000287c2be6dd4dcf4e9cd03822b1e7aa2018eb441b1fff0,1845381,2.28E+14,5.06E+13,5.06E+13,3847,625000000,9823285,2178,FALSE,1688551820,TRUE,715789,7775,3992748,Foundry USA,https://foundrydigital.com/
797280,870776832,d4a3455395cc0c9f5f18bb9f4b472506771c7e48f577b0d240f529537483a8d1,1688551568,358,7/5/23,386240190,386,2893436270,0000000000000000000026202369264a4e929fc1f3cca4f1d41dc6bd961971c6,00000000000000000000f0c5e56b3ee4dc3aaa43ba1f5b25d02c8a139aedf774,000000000000000000023c388cb62d42032346717f9d29e0d6d199e9c690a9ab,1354695,1.89E+15,5.06E+13,5.06E+13,2058,625000000,14173884,2179,FALSE,1688551568,TRUE,879381,5312,3992838,Foundry USA,https://foundrydigital.com/
797279,616955904,e78d8ab236dca69579c579a5603127d2da1fd48711bafed6b4c237a288161869,1688551210,855,7/5/23,386240190,386,611421224,00000000000000000000f0c5e56b3ee4dc3aaa43ba1f5b25d02c8a139aedf774,0000000000000000000287c2be6dd4dcf4e9cd03822b1e7aa2018eb441b1fff0,0000000000000000000374e2f729a469619f9cf3b8de59645f07f14b62889639,1646967,2.99E+14,5.06E+13,5.06E+13,4329,625000000,16362507,2180,FALSE,1688551210,TRUE,781978,11151,3992901,Foundry USA,https://foundrydigital.com/
797278,611172352,da9f6212451ad8711861d0a23b0968c43b6217e418940c7e13f426fd65960d5b,1688550355,601,7/5/23,386240190,386,3054018062,0000000000000000000287c2be6dd4dcf4e9cd03822b1e7aa2018eb441b1fff0,000000000000000000023c388cb62d42032346717f9d29e0d6d199e9c690a9ab,00000000000000000003b5ffb78934693124f72a1da686e8bf69d74ee4f15d44,1665453,1.11E+14,5.06E+13,5.06E+13,4267,625000000,16644743,2181,FALSE,1688550355,TRUE,775841,10274,3992976,unknown,
797277,536870916,513a3e37ec2462fc13b3599e9b0e347d78fb526f4ad68eef23bf60c08c83a0c3,1688549754,1121,7/5/23,386240190,386,1676209226,000000000000000000023c388cb62d42032346717f9d29e0d6d199e9c690a9ab,0000000000000000000316a60822bc9d37ab60bbe742120e5bc292fb70e6c8d3,0000000000000000000287c2be6dd4dcf4e9cd03822b1e7aa2018eb441b1fff0,1618718,1.26E+14,5.06E+13,5.06E+13,4141,625000000,19599829,2182,FALSE,1688549754,TRUE,791392,12309,3992894,SBI Crypto,https://sbicrypto.com
797276,732250112,1e5eaca769ece658c8a6c47c7ac0fa3660718abba8e8bcdc3323595a7e8d9cce,1688548633,262,7/5/23,386240190,386,223189375,0000000000000000000316a60822bc9d37ab60bbe742120e5bc292fb70e6c8d3,000000000000000000005ce7fbe9dc2e2521d653a525f80cb48b9a140f18a19f,000000000000000000005ce7fbe9dc2e2521d653a525f80cb48b9a140f18a19f,1804493,9.11E+13,5.06E+13,5.06E+13,4437,625000000,9505208,2183,FALSE,1688548633,TRUE,729586,7413,3993251,ViaBTC,https://viabtc.com
797275,676126720,d5eb28be1b773759da08b6907650cebbbe14882695629e407148d3b68b08a346,1688548371,95,7/5/23,386240190,386,3172100356,000000000000000000005ce7fbe9dc2e2521d653a525f80cb48b9a140f18a19f,000000000000000000006d15d15f689c15e3f33a367acbcea4375099b03b40f6,0000000000000000000316a60822bc9d37ab60bbe742120e5bc292fb70e6c8d3,1916779,7.76E+14,5.06E+13,5.06E+13,4628,625000000,9016432,2184,FALSE,1688548371,TRUE,692057,6371,3992950,Foundry USA,https://foundrydigital.com/
797274,680026112,57e916aee853212c7672ab73ef9e3fb695a5fb2576eef626bf394598f0ebeb85,1688548276,1178,7/5/23,386240190,386,290821125,000000000000000000006d15d15f689c15e3f33a367acbcea4375099b03b40f6,000000000000000000017101e6ce72a801eeb1865fc0a592466299b4cb1b4c0b,000000000000000000005ce7fbe9dc2e2521d653a525f80cb48b9a140f18a19f,1617606,6.61E+14,5.06E+13,5.06E+13,3875,625000000,20582576,2185,FALSE,1688548276,TRUE,791778,13366,3992940,Foundry USA,https://foundrydigital.com/
797273,547356672,8bedc1cbe856f32614043426cb8a8b11b2ed00b19e71ac309860c01003db4bdf,1688547098,88,7/5/23,386240190,386,616069523,000000000000000000017101e6ce72a801eeb1865fc0a592466299b4cb1b4c0b,0000000000000000000495f3fa1be82a60383bba68e1b5e1c3337276c8a7e0fd,000000000000000000006d15d15f689c15e3f33a367acbcea4375099b03b40f6,1632665,1.95E+14,5.06E+13,5.06E+13,3068,625000000,6561256,2186,FALSE,1688547098,TRUE,786874,6013,3993287,ViaBTC,https://viabtc.com
797272,680296448,55f3770bdae78452903b47cbcec682ecacd44c47da6f1c2842391fe09eb8abff,1688547010,332,7/5/23,386240190,386,4185552456,0000000000000000000495f3fa1be82a60383bba68e1b5e1c3337276c8a7e0fd,00000000000000000003a2fa5c373ba79524c43ec5387133ddc4b610408a81db,000000000000000000017101e6ce72a801eeb1865fc0a592466299b4cb1b4c0b,1655383,6.14E+13,5.06E+13,5.06E+13,4403,625000000,10797864,2187,FALSE,1688547010,TRUE,779183,6461,3992932,unknown,
797271,549453824,58ef2881c66c357d8085ca61e7ee48f5b8e132cb169aad56047ced83338060d7,1688546678,927,7/5/23,386240190,386,1972505127,00000000000000000003a2fa5c373ba79524c43ec5387133ddc4b610408a81db,000000000000000000024a4a000a892a5a60641413eade64c516ab7e4cf11bcd,0000000000000000000182677a52bd36a1691a00b59f59f687f98315815b8a20,1703418,7.74E+13,5.06E+13,5.06E+13,3132,625000000,18261720,2188,FALSE,1688546678,TRUE,763193,12703,3992997,Foundry USA,https://foundrydigital.com/
797270,536870912,39543157fcd88d632d6832b4cf3dcb16f8e3e17e74538546065a06ac17ccf969,1688545751,12,7/5/23,386240190,386,2974169888,000000000000000000024a4a000a892a5a60641413eade64c516ab7e4cf11bcd,00000000000000000004803ad8c7db2813c16f68d828d2baee5ba3cac980b1ea,0000000000000000000383a514abbaaa13c0374f34b7d6eef2eb873e3e1bb3ba,1612152,1.23E+14,5.06E+13,5.06E+13,3677,625000000,4951014,2189,FALSE,1688545751,TRUE,793653,2048,3993111,ViaBTC,https://viabtc.com
797269,666804224,9449c7ec4549e45e40a2df0b25c1af3ad5c56db1361c94b13e7ec44e0b7ab6cf,1688545739,68,7/5/23,386240190,386,2085265024,00000000000000000004803ad8c7db2813c16f68d828d2baee5ba3cac980b1ea,0000000000000000000032e35fa858ddd9cda878289e55856181408e2d3976c5,0000000000000000000103b0b16b771b6585ae6315302ded8dd7299c2cd6d9b5,1559660,6.25E+13,5.06E+13,5.06E+13,2637,625000000,7356921,2190,FALSE,1688545739,TRUE,811224,5926,3993332,AntPool,https://www.antpool.com/
797268,536895488,93d5c1b6793ea0bb72bdec50c2be9ca4260c040aa4c8d7530a7984910a604d13,1688545671,251,7/5/23,386240190,386,1940400976,0000000000000000000032e35fa858ddd9cda878289e55856181408e2d3976c5,00000000000000000005140725688d879156a66085f01cfbb7dcb5b87a78ca67,00000000000000000004803ad8c7db2813c16f68d828d2baee5ba3cac980b1ea,1671580,1.42E+15,5.06E+13,5.06E+13,2712,625000000,13689416,2191,FALSE,1688545671,TRUE,773960,10293,3993460,Binance Pool,https://pool.binance.com/
797267,708034560,5827cad948750a87bf8ec3a499a8614c3a06fd515a7ac25b8c62b786daea77eb,1688545420,1472,7/5/23,386240190,386,3503116838,00000000000000000005140725688d879156a66085f01cfbb7dcb5b87a78ca67,0000000000000000000403b968fba0edbf426ba0376139fa703dfb8f2190a2c7,0000000000000000000032e35fa858ddd9cda878289e55856181408e2d3976c5,1510324,5.54E+13,5.06E+13,5.06E+13,2519,625000000,24207883,2192,FALSE,1688545420,TRUE,827558,12857,3992998,Foundry USA,https://foundrydigital.com/
797266,783548416,2aaf4a076933d1307db4a4823b7968a5f7a0cb4f530a629c5b1aabfb24d3aa63,1688543948,134,7/5/23,386240190,386,3013134863,0000000000000000000403b968fba0edbf426ba0376139fa703dfb8f2190a2c7,000000000000000000040c7c694ed251c950ce3e603a5fae6388a9649f05172b,0000000000000000000403b968fba0edbf426ba0376139fa703dfb8f2190a2c7,1892209,7.01E+13,5.06E+13,5.06E+13,4074,625000000,6438130,2193,FALSE,1688543948,TRUE,700301,6408,3993112,Binance Pool,https://pool.binance.com/
