,Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,extras/pool_name
4159,12/6/21,48807,284295,589435,516034,2.23E+13,1.81E+20,0.294,70921283160,2.23,0.614,8.372,935239,746.415,922591,14.519,1.194,F2Pool
4060,8/29/21,48633,191494,476359,345253,1.76E+13,1.32E+20,0.361,92452918146,2.219,0.318,9.231,926621,615.184,577364,15.075,0.889,ViaBTC
3880,3/2/21,48631,338007,895085,576054,2.17E+13,1.52E+20,0.329,26661090088,19.102,10.012,10.07,271594,929.495,1012877,13.988,12.938,Foundry USA
3884,3/6/21,48591,287811,880871,460127,2.15E+13,1.61E+20,0.311,14460254085,13.152,6.254,9.474,258644,697.77,1002900,14.133,7.583,Foundry USA
4169,12/16/21,48590,256091,696175,486497,2.42E+13,1.66E+20,0.213,37580336813,1.987,0.543,12.522,656060,718.279,756854,14.529,1.437,MARA Pool
3864,2/14/21,48570,295280,890478,445522,2.14E+13,1.70E+20,0.293,15572294315,17.14,6.691,9.73,310113,744.446,984234,13.722,10.129,Foundry USA
4164,12/11/21,48444,225582,477420,430294,2.35E+13,1.81E+20,0.255,19519493098,1.703,0.465,9.536,551789,581.966,711117,14.713,0.834,Foundry USA
4174,12/21/21,48396,304552,616340,548133,2.42E+13,1.85E+20,0.267,37878987983,1.89,0.549,8.944,430447,672.624,885977,14.707,1.169,F2Pool
4056,8/25/21,48247,262849,574399,460923,1.64E+13,1.29E+20,0.38,57502348789,2.36,0.545,9,773888,738.462,759714,15.081,1.27,Foundry USA
4163,12/10/21,48247,271219,554255,507953,2.23E+13,1.79E+20,0.267,34483010704,2.061,0.548,9.231,535331,712.482,808932,14.729,1.175,SBI Crypto
4166,12/13/21,48237,278070,633354,497351,2.42E+13,1.73E+20,0.25,29701422063,2.244,0.688,10.213,528045,773.839,795484,14.646,1.448,ViaBTC
4080,9/18/21,48211,227506,563189,424384,1.84E+13,1.43E+20,0.331,19832657077,2.457,0.572,9.29,638205,593.076,701986,15.185,1.183,Foundry USA
4168,12/15/21,48126,280962,703016,515343,2.42E+13,1.69E+20,0.254,33106449329,1.991,0.596,10.213,675214,709.022,904889,14.614,1.302,AntPool
4096,10/4/21,48102,268799,686559,502822,1.90E+13,1.37E+20,0.348,40121196189,2.455,0.515,9.231,664986,780.106,902667,14.796,1.388,Foundry USA
4061,8/30/21,48075,250820,691995,441399,1.76E+13,1.26E+20,0.327,94315934373,2.403,0.376,10.667,769684,787.787,773049,15.053,1.465,unknown
4095,10/3/21,48014,217962,559353,421363,1.90E+13,1.59E+20,0.286,32562883256,2.202,0.481,9.6,786980,592.125,696221,14.783,1.056,unknown
4078,9/16/21,47895,271087,817607,507192,1.84E+13,1.30E+20,0.319,42137524406,2.966,0.808,10.588,766989,719.701,879832,15.185,1.938,ViaBTC
3865,2/15/21,47853,311170,873226,507154,2.14E+13,1.54E+20,0.334,21479953401,18.976,9.571,9.474,365059,938.466,1012403,13.689,11.5,ViaBTC
4094,10/2/21,47827,259773,543104,481514,1.90E+13,1.57E+20,0.36,33703839651,2.011,0.497,7.66,590829,576.722,870431,14.79,0.922,ViaBTC
4051,8/20/21,47750,271677,689030,497408,1.56E+13,1.28E+20,0.379,24954340027,2.768,0.547,9,404216,810.311,824065,15.021,1.551,MARA Pool
3955,5/16/21,47738,219303,874337,398506,2.50E+13,1.58E+20,0.266,34764586378,11.34,4.767,10.909,397725,964.506,810985,15.287,5.943,unknown
4081,9/19/21,47731,200356,462254,371685,1.84E+13,1.48E+20,0.324,13134873924,1.965,0.474,9,597599,549.251,612716,15.194,0.819,Foundry USA
4058,8/27/21,47710,256667,608296,462342,1.76E+13,1.32E+20,0.335,99323061969,2.215,0.396,9.863,728542,736.769,700089,15.09,1.29,F2Pool
3883,3/5/21,47709,317631,881397,566258,2.17E+13,1.50E+20,0.332,26415045684,17.178,8.476,9.664,267180,831.072,1008576,14.141,10.942,Foundry USA
4063,9/1/21,47671,280728,762442,515887,1.76E+13,1.19E+20,0.35,73339775137,3.013,0.801,10.511,701408,848.347,775392,15.078,2.031,SBI Crypto
4182,12/29/21,47594,275938,790642,532278,2.43E+13,1.70E+20,0.258,40706162986,2.83,0.94,9.931,602901,662.001,968062,15.01,1.779,Foundry USA
3862,2/12/21,47590,343164,897930,594556,2.14E+13,1.48E+20,0.35,27085894527,28.069,14.385,10.141,297144,1006,1003015,13.817,18.577,Foundry USA
3879,3/1/21,47582,280355,882333,517568,2.17E+13,1.39E+20,0.319,23676243023,20.678,10.88,11.077,302693,1068,844795,13.974,13.045,Foundry USA
4079,9/17/21,47571,270893,720056,499224,1.84E+13,1.27E+20,0.349,29613757834,2.631,0.712,9.796,612387,714.99,823793,15.177,1.605,Foundry USA
4077,9/15/21,47555,268815,736726,500251,1.84E+13,1.33E+20,0.323,48228727220,3.018,0.863,10.141,702497,773.643,823392,15.186,1.887,Foundry USA
4272,3/29/22,47546,286789,656320,519299,2.75E+13,2.21E+20,0.206,38155147968,1.651,0.475,9.536,737579,609.259,828096,15.464,1.045,F2Pool
4057,8/26/21,47348,258444,603328,458555,1.76E+13,1.33E+20,0.329,93194817121,2.121,0.341,9.863,861119,734.31,737855,15.106,1.253,Foundry USA
4271,3/28/22,47302,293145,683575,520476,2.75E+13,1.93E+20,0.247,52008272044,1.745,0.49,9.057,764524,649.352,916092,15.531,1.077,F2Pool
4184,12/31/21,47298,269391,791674,524841,2.43E+13,1.55E+20,0.289,31476272732,3.173,1.03,9.664,559359,594.146,968825,15.032,1.905,Foundry USA
4062,8/31/21,47296,271019,669263,494792,1.76E+13,1.23E+20,0.35,84037004561,2.398,0.533,10,673219,804.812,757135,15.064,1.505,Foundry USA
3863,2/13/21,47268,336467,891829,530863,2.14E+13,1.57E+20,0.338,15577045957,20.282,9.57,9.172,214028,702.738,1030851,13.704,12.831,SBI Crypto
4273,3/30/22,47240,272729,727827,485753,2.75E+13,1.98E+20,0.204,42881011444,1.935,0.609,10.667,637283,590.518,769223,15.466,1.308,unknown
4186,1/2/22,47238,196707,437490,402407,2.43E+13,2.04E+20,0.231,18390103127,2.223,0.716,9.114,538878,590.63,639955,15.03,0.93,Foundry USA
4172,12/19/21,47192,206570,431497,410728,2.42E+13,1.72E+20,0.257,14523019319,1.595,0.408,9.664,543457,594.266,626471,14.754,0.745,F2Pool
4167,12/14/21,47180,278127,583481,497983,2.42E+13,1.74E+20,0.255,30302120250,1.987,0.559,9.73,1503280,696.399,792579,14.62,1.251,ViaBTC
3877,2/27/21,47126,320627,892535,497487,2.17E+13,1.70E+20,0.301,17142819150,15.332,7.027,9.172,246427,668.56,1067713,13.98,9.613,Foundry USA
4185,1/1/22,47103,186662,391466,385845,2.43E+13,2.02E+20,0.253,12823771233,2.35,0.747,8.372,584123,587.694,611192,15.028,0.86,AntPool
4045,8/14/21,47095,208910,462826,381246,1.56E+13,1.19E+20,0.409,11714262228,2.456,0.455,8.78,393612,707.311,654208,14.973,1.053,AntPool
4183,12/30/21,47092,244902,846273,515166,2.43E+13,1.65E+20,0.217,47199057073,3.395,1.325,12.101,606245,744.436,834412,15.002,2.32,Foundry USA
4170,12/17/21,47079,263346,741576,474919,2.42E+13,1.57E+20,0.283,42790573178,2.323,0.689,9.664,543050,705.446,878339,14.647,1.377,AntPool
4047,8/16/21,46913,263368,667347,459064,1.56E+13,1.36E+20,0.352,15351397427,2.909,0.412,8.944,417099,762.003,827154,15.023,1.598,Foundry USA
4187,1/3/22,46829,234653,634831,474622,2.43E+13,1.78E+20,0.233,30187475443,2.313,0.66,10.286,677913,696.353,791102,15.029,1.308,Foundry USA
3859,2/9/21,46682,359994,905196,622948,2.14E+13,1.59E+20,0.321,39944679612,25.467,13.752,10.07,440838,1231,0,13.641,18.021,F2Pool
4274,3/31/22,46673,279072,718935,516129,2.83E+13,1.94E+20,0.211,44728807404,2.776,1.063,10.435,655276,662.979,806205,15.459,1.889,F2Pool
3876,2/26/21,46648,306277,890723,548907,2.17E+13,1.52E+20,0.312,30923804102,22.675,10.81,10.36,315004,1015,943525,13.987,14.636,Foundry USA
4171,12/18/21,46612,239042,675756,430895,2.42E+13,1.62E+20,0.233,29360901792,1.724,0.48,11.25,546386,560.421,767597,14.767,1.093,F2Pool
4276,4/2/22,46450,254307,703915,477737,2.86E+13,1.88E+20,0.212,27391681653,2.365,0.888,10.667,733943,507.065,833260,15.405,1.512,Foundry USA
4188,1/4/22,46438,274397,661546,516546,2.43E+13,1.72E+20,0.251,25673872256,2.248,0.673,9.796,539991,632.139,826854,15.074,1.426,Foundry USA
4173,12/20/21,46424,266803,634853,501698,2.42E+13,1.71E+20,0.248,27268646354,1.914,0.558,10,515763,702.458,883059,14.721,1.208,unknown
4046,8/15/21,46413,186057,457248,339706,1.56E+13,1.31E+20,0.405,18282906930,2.427,0.334,7.912,442226,694.865,565199,14.978,0.849,Braiins Pool
4071,9/9/21,46406,274247,690216,518122,1.84E+13,1.29E+20,0.314,18905117937,2.389,0.629,10.511,650359,718.116,789014,15.356,1.623,F2Pool
4279,4/5/22,46345,273285,642582,502015,2.86E+13,2.24E+20,0.19,29353260236,1.845,0.589,9.931,1300795,576.288,815438,15.491,1.187,Foundry USA
4277,4/3/22,46321,225425,586121,421599,2.86E+13,1.92E+20,0.212,20439075571,2.144,0.799,10.36,605300,502.306,697717,15.4,1.188,Foundry USA
4070,9/8/21,46294,270341,666506,482585,1.84E+13,1.34E+20,0.312,21799790371,2.518,0.615,10.141,568353,833.384,793283,15.189,1.631,AntPool
3861,2/11/21,46240,304610,897509,545208,2.14E+13,1.39E+20,0.33,26557293013,28.136,14.944,11.163,361426,1115,895827,13.835,18.698,unknown
4044,8/13/21,46133,260482,710269,477233,1.53E+13,1.13E+20,0.37,16937459456,4.176,0.93,10.141,294295,786.812,779165,14.961,2.589,F2Pool
4042,8/11/21,46075,262290,656858,466829,1.45E+13,1.16E+20,0.37,18586507731,2.33,0.417,9.796,396221,813.431,730122,14.937,1.424,AntPool
4278,4/4/22,46041,274948,635486,504316,2.86E+13,2.17E+20,0.212,24274276449,2.102,0.672,9.114,592880,608.22,855479,15.484,1.256,ViaBTC
4076,9/14/21,46027,267959,599399,491643,1.84E+13,1.56E+20,0.315,3.83E+11,2.548,0.72,8.571,1932378,717.117,793939,15.218,1.394,Foundry USA
4093,10/1/21,45991,276902,712037,546456,1.90E+13,1.53E+20,0.269,57910957229,2.699,0.66,10.286,739993,814.956,829881,14.78,1.824,Foundry USA
4048,8/17/21,45963,257594,732619,457754,1.56E+13,1.28E+20,0.392,11975769171,2.793,0.393,8.372,430103,818.145,858443,15.026,1.436,ViaBTC
4072,9/10/21,45928,261235,701901,483533,1.84E+13,1.30E+20,0.306,3.17E+11,2.481,0.614,10.588,1756251,688.953,788144,15.451,1.634,F2Pool
4189,1/5/22,45916,272005,669347,525136,2.43E+13,1.78E+20,0.246,30186646270,2.674,0.835,9.6,688635,651.379,854221,15.084,1.662,unknown
3860,2/10/21,45766,340615,901470,597506,2.14E+13,1.60E+20,0.304,28974203615,22.595,12.101,10.07,290471,1020,1097361,13.81,15.841,ViaBTC
4074,9/12/21,45624,192544,491351,358380,1.84E+13,1.35E+20,0.314,70037972763,2.03,0.449,9.796,1062781,575.533,596399,15.442,0.924,F2Pool
4041,8/10/21,45589,260803,585645,460494,1.45E+13,1.15E+20,0.416,17864382694,2.44,0.378,8.727,321061,782.737,777299,14.92,1.336,Binance Pool
4275,4/1/22,45524,283964,767453,540178,2.86E+13,2.05E+20,0.2,47239803230,3.147,1.18,10.213,550428,620.142,953530,15.411,2.18,F2Pool
4073,9/11/21,45367,218297,600486,407878,1.84E+13,1.28E+20,0.331,1.17E+11,2.252,0.52,9.73,1159417,600.944,764478,15.44,1.159,unknown
4050,8/19/21,45200,253293,680574,454704,1.56E+13,1.09E+20,0.404,13822705375,2.304,0.389,9.351,460364,759.619,740851,15.017,1.324,F2Pool
4049,8/18/21,45125,247198,741909,448133,1.56E+13,1.21E+20,0.32,17202829312,2.813,0.512,10.667,498242,797.566,741448,15.019,1.795,Binance Pool
4270,3/27/22,44930,218071,595651,421737,2.75E+13,1.99E+20,0.186,23248035187,1.54,0.453,10.992,678394,505.231,696507,15.548,0.905,AntPool
4043,8/12/21,44927,250810,612602,453385,1.45E+13,1.04E+20,0.414,15096873420,2.301,0.45,9.536,338771,750.856,736917,14.954,1.343,AntPool
4040,8/9/21,44866,252508,640799,448082,1.45E+13,1.15E+20,0.377,28959854958,2.405,0.38,9.474,341058,792.835,731312,14.93,1.406,Foundry USA
3878,2/28/21,44822,254185,876713,396315,2.17E+13,1.48E+20,0.274,15384925519,14.635,6.736,10.992,305361,775.2,890425,13.984,9.208,ViaBTC
4075,9/13/21,44807,255811,621500,459338,1.84E+13,1.40E+20,0.323,3.18E+11,2.674,0.708,9.057,1758300,721.629,754693,15.4,1.514,F2Pool
4082,9/20/21,44664,270069,686336,481249,1.84E+13,1.46E+20,0.318,54875525317,2.297,0.579,8.78,926030,760.432,881190,15.183,1.338,Foundry USA
4280,4/6/22,44634,273490,622486,490459,2.86E+13,2.03E+20,0.208,49383551581,1.679,0.529,9.6,1028749,576.132,804316,15.473,1.086,Foundry USA
4269,3/26/22,44390,230870,499029,440067,2.75E+13,2.20E+20,0.204,20006280315,1.574,0.504,8.944,637538,506.111,727358,15.557,0.807,MARA Pool
3956,5/17/21,44336,250789,887113,454256,2.50E+13,1.53E+20,0.242,55293559731,13.469,6.012,11.901,457314,1201,858089,15.372,9.157,Foundry USA
4225,2/10/22,44331,260666,868433,507110,2.67E+13,1.99E+20,0.209,52850670418,3.33,0.974,9.796,911096,672.843,875303,15.614,2.088,F2Pool
4039,8/8/21,44325,191465,467550,345303,1.45E+13,1.18E+20,0.374,13029681500,2.277,0.294,9.114,406420,695.9,623887,14.873,0.987,Foundry USA
4268,3/25/22,44274,290563,679955,548095,2.75E+13,1.96E+20,0.223,50643881978,1.967,0.633,9.231,643383,592.373,933994,15.546,1.307,AntPool
3957,5/18/21,44192,220918,874189,417958,2.50E+13,1.47E+20,0.208,34543986323,13.436,6.492,14.4,373710,1203,733801,15.326,9.708,Foundry USA
4085,9/23/21,44068,268524,586041,490755,1.90E+13,1.41E+20,0.327,43363899218,2.262,0.568,8.727,716472,686.028,761333,15.186,1.32,AntPool
4245,3/2/22,44055,288521,823964,537178,2.80E+13,2.08E+20,0.186,37092768206,4.469,1.752,10.588,554069,644.074,941384,15.586,3.33,AntPool
4231,2/16/22,43998,266632,588468,509246,2.67E+13,2.24E+20,0.193,42935460144,1.665,0.473,9.231,645552,631.708,790134,15.619,1.025,Foundry USA
4224,2/9/22,43922,265664,811896,501728,2.67E+13,1.82E+20,0.215,33659196476,2.41,0.738,10.286,890720,664.448,865279,15.716,1.64,Foundry USA
4230,2/15/22,43867,273448,583704,504487,2.67E+13,2.14E+20,0.226,29629595369,2.002,0.543,8.229,549359,661.066,895435,15.625,1.129,Foundry USA
4223,2/8/22,43854,276696,731727,513998,2.67E+13,1.95E+20,0.22,40098121702,2.299,0.731,9.351,1894972,669.554,906194,15.712,1.485,Foundry USA
4244,3/1/22,43632,280472,679787,534404,2.80E+13,2.24E+20,0.201,64897325099,3.023,0.651,8.889,775749,723.749,878925,15.583,1.884,F2Pool
4089,9/27/21,43533,255718,599170,469864,1.90E+13,1.39E+20,0.307,55281858402,2.156,0.307,9.29,725241,749.681,769933,14.821,1.291,unknown
4038,8/7/21,43524,212062,471340,380343,1.45E+13,1.16E+20,0.397,11388119961,2.132,0.295,8.623,387330,715.536,649344,14.855,0.986,ViaBTC
4281,4/7/22,43453,269266,704504,498290,2.86E+13,2.09E+20,0.181,52894392016,1.62,0.503,10.435,893251,551.355,784526,15.475,1.151,Foundry USA
4197,1/13/22,43433,274336,532216,523511,2.44E+13,2.01E+20,0.244,31046028886,1.652,0.394,8.045,676860,606.605,813708,15.003,0.925,ViaBTC
4267,3/24/22,43324,262844,661257,498050,2.75E+13,2.07E+20,0.19,43944521804,1.875,0.611,10.07,583411,613.159,838596,15.459,1.257,ViaBTC
4282,4/8/22,43305,266671,675392,504813,2.86E+13,1.94E+20,0.189,55543271543,1.863,0.676,10.746,803142,542.677,807363,15.47,1.352,Foundry USA
4092,9/30/21,43259,292903,757753,546517,1.90E+13,1.38E+20,0.339,58294415358,2.182,0.469,8.421,647260,702.555,939577,14.845,1.364,Foundry USA
4226,2/11/22,43185,258453,822619,507448,2.67E+13,1.92E+20,0.204,38553861155,2.798,0.86,10.141,654711,652.09,829513,15.599,1.853,AntPool
4196,1/12/22,43175,271794,695508,518200,2.44E+13,1.78E+20,0.213,32437968475,1.852,0.498,10.36,738359,632.115,841692,15.021,1.325,Foundry USA
4086,9/24/21,43142,277417,690244,526646,1.90E+13,1.45E+20,0.279,46515226552,2.509,0.467,9.73,659977,734.473,831526,15.158,1.715,Foundry USA
4246,3/3/22,43130,268096,691719,520480,2.79E+13,1.98E+20,0.205,35736708912,3.264,1.163,9.73,634550,592.821,861005,15.624,2.148,Braiins Pool
4199,1/15/22,43128,234207,484655,471726,2.44E+13,2.07E+20,0.217,16853674210,1.368,0.306,8.675,726717,507.312,690000,15.05,0.711,extras/pool_name
4190,1/6/22,43100,264753,672636,519090,2.43E+13,1.71E+20,0.234,40639300311,2.48,0.842,9.863,618548,654.435,836017,15.116,1.643,SBI Crypto
4200,1/16/22,43093,215976,438151,435433,2.44E+13,2.02E+20,0.235,14367396580,1.27,0.244,8.229,753653,499.624,673606,15.049,0.579,F2Pool
4222,2/7/22,43092,261898,679807,500810,2.67E+13,1.93E+20,0.193,65661088044,2.393,0.785,10.588,776373,698.321,775299,15.73,1.683,F2Pool
4088,9/26/21,42793,195421,545119,379325,1.90E+13,1.27E+20,0.295,51290055495,1.854,0.27,10.36,660507,546.746,625469,14.838,0.966,Foundry USA
4284,4/10/22,42755,216306,526941,398067,2.86E+13,2.16E+20,0.175,21937614424,1.35,0.428,10.286,671089,459.193,645978,15.496,0.775,Foundry USA
4198,1/14/22,42745,270723,616822,527343,2.44E+13,2.02E+20,0.212,27132444317,1.527,0.337,9.057,610990,593.864,828799,15.024,0.964,AntPool
4232,2/17/22,42666,255416,584692,491481,2.73E+13,2.14E+20,0.197,43870432783,1.657,0.432,9.172,611947,600.391,813510,15.644,1.001,Foundry USA
4087,9/25/21,42569,212431,506589,415020,1.90E+13,1.47E+20,0.263,32338096218,1.713,0.298,10,1044174,561.584,637156,15.161,0.942,Foundry USA
4201,1/17/22,42545,257980,605397,483733,2.44E+13,2.06E+20,0.21,27386510924,1.499,0.282,8.944,613102,574.616,856145,15.032,0.896,AntPool
4084,9/22/21,42525,275101,722889,482634,1.90E+13,1.19E+20,0.303,48034404061,2.167,0.626,10.746,777182,640.627,783862,15.179,1.647,Foundry USA
4083,9/21/21,42474,244445,715346,450648,1.86E+13,1.37E+20,0.243,50975222329,2.568,0.641,11.707,1953020,804.43,720264,15.173,1.887,Foundry USA
4283,4/9/22,42453,232639,530980,438342,2.86E+13,1.97E+20,0.208,19545003653,1.487,0.528,9.412,608851,470.888,711262,15.5,0.846,Foundry USA
4265,3/22/22,42431,264420,639844,499333,2.75E+13,2.15E+20,0.186,36749124609,1.734,0.522,9.664,579983,629.273,802223,15.458,1.148,ViaBTC
4228,2/13/22,42336,208819,485838,443707,2.67E+13,2.29E+20,0.184,8851274853,1.765,0.58,9.114,666525,508.161,701443,15.605,0.875,Foundry USA
4227,2/12/22,42333,228002,777564,452812,2.67E+13,2.16E+20,0.232,11005329104,2.298,0.705,7.701,591429,534.122,946831,15.602,1.049,AntPool
4266,3/23/22,42247,264037,702531,492109,2.75E+13,1.90E+20,0.204,29348960581,1.732,0.562,9.931,533217,574.819,810333,15.453,1.181,ViaBTC
4229,2/14/22,42232,247439,582209,460997,2.67E+13,2.21E+20,0.185,33309838745,1.905,0.53,9.412,675359,643.906,791520,15.611,1.154,unknown
4204,1/20/22,42215,271096,581890,516885,2.44E+13,2.17E+20,0.207,23614285441,1.548,0.37,8.521,549655,605.421,794020,14.874,0.933,Foundry USA
4195,1/11/22,42189,277540,611379,527215,2.44E+13,1.75E+20,0.241,29092631259,1.78,0.493,9.114,1119563,605.877,834578,15.011,1.173,unknown
4191,1/7/22,42023,255241,703306,502311,2.43E+13,1.78E+20,0.21,31766368094,2.355,0.64,10.286,595550,678.359,777666,15.131,1.609,ViaBTC
4090,9/28/21,41958,262140,631518,486965,1.90E+13,1.47E+20,0.274,52751939970,2.186,0.356,9.474,568181,624.836,783442,14.813,1.418,SBI Crypto
4202,1/18/22,41930,264921,672610,494479,2.44E+13,1.80E+20,0.2,23148558735,1.5,0.328,10.588,688844,581.885,780138,15.001,1.103,unknown
4203,1/19/22,41916,270161,546606,501062,2.44E+13,1.88E+20,0.243,23154068653,1.344,0.283,8.324,584228,573.215,807106,14.896,0.795,AntPool
4193,1/9/22,41902,210002,524766,426424,2.44E+13,1.70E+20,0.219,11289383287,1.569,0.409,10.213,528972,523.138,627993,15.142,0.885,Foundry USA
4091,9/29/21,41870,241861,662838,461283,1.90E+13,1.36E+20,0.254,52740494241,1.956,0.422,11.077,689433,732.17,749276,14.829,1.372,ViaBTC
4192,1/8/22,41706,223776,560941,443256,2.43E+13,1.73E+20,0.219,16915381054,1.807,0.533,10,525305,547.786,709802,15.144,1.066,Foundry USA
4295,4/21/22,41706,282269,598510,527590,2.82E+13,2.31E+20,0.193,95234732482,1.606,0.471,8.521,808139,542.834,861921,15.46,1.019,unknown
4031,7/31/21,41622,207190,496825,385417,1.43E+13,1.15E+20,0.362,12064269201,2.255,0.276,9.114,410605,691.734,643203,14.848,1.125,Foundry USA
4194,1/10/22,41605,266601,691144,510077,2.44E+13,1.77E+20,0.211,24333959852,1.788,0.524,10.141,534448,662.064,817677,15.11,1.275,ViaBTC
4221,2/6/22,41593,219040,582209,426008,2.67E+13,1.88E+20,0.218,21710890698,1.95,0.679,9.231,578271,508.019,792439,15.758,1.043,Luxor
4220,2/5/22,41523,258527,844044,499385,2.67E+13,1.60E+20,0.197,35036390434,2.269,0.788,12.101,566926,530.917,831724,15.741,1.865,unknown
4032,8/1/21,41514,185003,466881,339362,1.45E+13,1.17E+20,0.346,69691989237,2.157,0.274,9.351,737733,683.125,598204,14.841,0.99,Foundry USA
4262,3/19/22,41493,242269,571738,463699,2.75E+13,2.00E+20,0.203,17807973176,1.378,0.373,9.29,621742,478.458,781703,15.503,0.824,Foundry USA
4294,4/20/22,41462,285495,621030,523228,2.82E+13,2.02E+20,0.207,50251783168,1.292,0.364,9,616960,541.199,874665,15.474,0.882,ViaBTC
4263,3/20/22,41413,210393,493636,406251,2.75E+13,2.18E+20,0.184,15914524806,1.271,0.3,9.351,491395,454.15,692782,15.498,0.667,SBI Crypto
4037,8/6/21,41331,260651,598875,468668,1.45E+13,1.17E+20,0.355,29649779169,2.256,0.411,9.057,317649,733.198,764598,14.873,1.413,Foundry USA
4252,3/9/22,41317,272667,698857,517054,2.76E+13,2.02E+20,0.179,43844998655,1.706,0.511,10.435,1141463,629.545,800419,15.52,1.289,BTC.com
4285,4/11/22,41238,276486,706788,490951,2.86E+13,1.97E+20,0.181,61942613856,1.567,0.437,10.511,854687,536.662,823666,15.478,1.213,AntPool
4264,3/21/22,41100,259759,612943,477545,2.75E+13,2.09E+20,0.19,33574395199,1.502,0.367,9.412,712075,553.868,778299,15.476,0.983,Foundry USA
4293,4/19/22,41050,273044,754059,512936,2.82E+13,1.81E+20,0.178,51146965637,1.409,0.435,11.613,747457,567.854,828681,15.411,1.195,Foundry USA
3858,2/8/21,40920,335061,852911,567828,2.14E+13,1.74E+20,0.269,31259263497,16.386,8.885,8.889,276328,1021,1034730,13.602,11.706,F2Pool
4247,3/4/22,40909,261962,704316,506476,2.76E+13,1.98E+20,0.183,37006569380,2.393,0.82,10.36,555063,579.258,798956,15.551,1.734,Foundry USA
4260,3/17/22,40722,278641,643327,535994,2.75E+13,2.11E+20,0.194,27427855596,1.536,0.432,9.057,600086,539.242,909764,15.525,1.047,ViaBTC
4288,4/14/22,40705,265399,671615,490453,2.84E+13,1.99E+20,0.179,79559938994,1.697,0.517,10.435,842523,532.059,763036,15.442,1.267,Foundry USA
4261,3/18/22,40678,261175,688435,519433,2.75E+13,2.11E+20,0.174,27948266998,1.65,0.434,10.07,525739,541.569,849841,15.492,1.172,unknown
4287,4/13/22,40459,276828,693879,493063,2.86E+13,2.05E+20,0.175,76365851611,1.734,0.587,10.286,752580,515.215,801187,15.424,1.338,Foundry USA
4233,2/18/22,40411,260921,723916,500528,2.80E+13,1.88E+20,0.182,37701768008,1.458,0.354,10.746,607314,600.632,810035,15.657,1.112,AntPool
4290,4/16/22,40399,225352,574595,439083,2.82E+13,1.96E+20,0.174,27294678975,1.152,0.332,10.746,571615,441.736,692624,15.423,0.762,SBI Crypto
3828,1/9/21,40392,321250,873049,527876,1.94E+13,1.41E+20,0.28,20525212677,13.901,7.241,10.36,241819,795.948,939856,13.454,11.294,Foundry USA
4291,4/17/22,40318,207159,456390,403925,2.82E+13,2.18E+20,0.191,11680490579,1.04,0.227,8.727,649930,424.911,645501,15.422,0.516,ViaBTC
4289,4/15/22,40226,254673,561261,494926,2.82E+13,2.10E+20,0.191,53232184033,1.4,0.412,9.114,652422,499.475,786001,15.454,0.89,unknown
